m,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
204153,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 1998 (Direct),1998,1996-08,Deaths per 1000 children aged 5,2.695011158,3
204154,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 1989 (Direct),1989,1979-11,Deaths per 1000 children aged 5,2.165939889,6
204155,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 1989 (Direct),1989,1985-11,Deaths per 1000 children aged 5,1.839629668,6
204156,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 1993 (Direct),1993,1983-02,Deaths per 1000 children aged 5,3.460368638,4
204157,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 1993 (Direct),1993,1987-02,Deaths per 1000 children aged 5,2.576021587,4
204158,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 1993 (Direct),1993,1991-02,Deaths per 1000 children aged 5,2.380670074,4
204159,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1999-10,Deaths per 1000 children aged 5,3.350819553,6
204160,Kenya,Mortality rate age 5-14,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-10,Deaths per 1000 children aged 5,1.643031587,6
204161,Kenya,Mortality rate age 5-14,Total,World Fertility Survey 1978 (Direct),1978,1967-02,Deaths per 1000 children aged 5,5.431011977,3
204162,Kenya,Mortality rate age 5-14,Total,World Fertility Survey 1978 (Direct),1978,1970-02,Deaths per 1000 children aged 5,3.999987315,3
204163,Kenya,Mortality rate age 5-14,Total,World Fertility Survey 1978 (Direct),1978,1973-02,Deaths per 1000 children aged 5,3.705568417,3
204164,Kenya,Mortality rate age 5-14,Total,World Fertility Survey 1978 (Direct),1978,1976-02,Deaths per 1000 children aged 5,3.64193847,3
204165,Kenya,Mortality rate age 5-14,Total,Census 2009 (Household Deaths),2009,2009-02,Deaths per 1000 children aged 5,,1
204166,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1990-06,Deaths per 1000 children aged 5,,1
204167,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1991-06,Deaths per 1000 children aged 5,,1
204168,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1992-06,Deaths per 1000 children aged 5,,1
204169,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1993-06,Deaths per 1000 children aged 5,,1
204170,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1994-06,Deaths per 1000 children aged 5,,1
204171,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1995-06,Deaths per 1000 children aged 5,,1
204172,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1996-06,Deaths per 1000 children aged 5,,1
204173,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1997-06,Deaths per 1000 children aged 5,,1
204174,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1998-06,Deaths per 1000 children aged 5,,1
204175,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,1999-06,Deaths per 1000 children aged 5,,1
204176,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2000-06,Deaths per 1000 children aged 5,,1
204177,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2001-06,Deaths per 1000 children aged 5,,1
204178,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2002-06,Deaths per 1000 children aged 5,,1
204179,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2003-06,Deaths per 1000 children aged 5,,1
204180,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2004-06,Deaths per 1000 children aged 5,,1
204181,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2005-06,Deaths per 1000 children aged 5,,1
204182,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2006-06,Deaths per 1000 children aged 5,,1
204183,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2007-06,Deaths per 1000 children aged 5,,1
204184,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2008-06,Deaths per 1000 children aged 5,,1
204185,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2009-06,Deaths per 1000 children aged 5,,1
204186,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2010-06,Deaths per 1000 children aged 5,,1
204187,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2011-06,Deaths per 1000 children aged 5,,1
204188,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2012-06,Deaths per 1000 children aged 5,,1
204189,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2013-06,Deaths per 1000 children aged 5,,1
204190,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2014-06,Deaths per 1000 children aged 5,,1
204191,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2015-06,Deaths per 1000 children aged 5,,1
204192,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2016-06,Deaths per 1000 children aged 5,,1
204193,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2017-06,Deaths per 1000 children aged 5,,1
204194,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2018-06,Deaths per 1000 children aged 5,,1
204195,Kenya,Mortality rate age 5-14,Total,UN IGME estimate,2020,2019-06,Deaths per 1000 children aged 5,,1
204196,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1990-06,Deaths per 1000 children aged 5,,1
204197,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1991-06,Deaths per 1000 children aged 5,,1
204198,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1992-06,Deaths per 1000 children aged 5,,1
204199,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1993-06,Deaths per 1000 children aged 5,,1
204200,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1994-06,Deaths per 1000 children aged 5,,1
204201,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1995-06,Deaths per 1000 children aged 5,,1
204202,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1996-06,Deaths per 1000 children aged 5,,1
204203,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1997-06,Deaths per 1000 children aged 5,,1
204204,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1998-06,Deaths per 1000 children aged 5,,1
204205,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,1999-06,Deaths per 1000 children aged 5,,1
204206,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2000-06,Deaths per 1000 children aged 5,,1
204207,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2001-06,Deaths per 1000 children aged 5,,1
204208,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2002-06,Deaths per 1000 children aged 5,,1
204209,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2003-06,Deaths per 1000 children aged 5,,1
204210,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2004-06,Deaths per 1000 children aged 5,,1
204211,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2005-06,Deaths per 1000 children aged 5,,1
204212,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2006-06,Deaths per 1000 children aged 5,,1
204213,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2007-06,Deaths per 1000 children aged 5,,1
204214,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2008-06,Deaths per 1000 children aged 5,,1
204215,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2009-06,Deaths per 1000 children aged 5,,1
204216,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2010-06,Deaths per 1000 children aged 5,,1
204217,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2011-06,Deaths per 1000 children aged 5,,1
204218,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2012-06,Deaths per 1000 children aged 5,,1
204219,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2013-06,Deaths per 1000 children aged 5,,1
204220,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2014-06,Deaths per 1000 children aged 5,,1
204221,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2015-06,Deaths per 1000 children aged 5,,1
204222,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2016-06,Deaths per 1000 children aged 5,,1
204223,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2017-06,Deaths per 1000 children aged 5,,1
204224,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2018-06,Deaths per 1000 children aged 5,,1
204225,Kenya,Mortality rate age 5-24,Total,UN IGME estimate,2020,2019-06,Deaths per 1000 children aged 5,,1
204226,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2014 (Direct),2014,2003-04,Deaths per 1000 children aged 5,1.485258664,2
204227,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2014 (Direct),2014,2005-04,Deaths per 1000 children aged 5,1.894240171,2
204228,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2014 (Direct),2014,2007-04,Deaths per 1000 children aged 5,1.098990569,2
204229,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2014 (Direct),2014,2009-04,Deaths per 1000 children aged 5,1.068002544,2
204230,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2014 (Direct),2014,2011-04,Deaths per 1000 children aged 5,0.755144307,2
204231,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2014 (Direct),2014,2013-04,Deaths per 1000 children aged 5,1.434800459,2
204232,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2003 (Direct),2003,1992-09,Deaths per 1000 children aged 5,3.245568111,3
204233,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2003 (Direct),2003,1995-09,Deaths per 1000 children aged 5,2.331232653,3
204234,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2003 (Direct),2003,1998-09,Deaths per 1000 children aged 5,2.417389142,3
204235,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2003 (Direct),2003,2001-09,Deaths per 1000 children aged 5,2.355143835,3
204236,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1998 (Direct),1998,1987-08,Deaths per 1000 children aged 5,2.153505984,3
204237,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1998 (Direct),1998,1990-08,Deaths per 1000 children aged 5,2.102130533,3
204238,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1998 (Direct),1998,1993-08,Deaths per 1000 children aged 5,2.03756877,3
204239,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1998 (Direct),1998,1996-08,Deaths per 1000 children aged 5,2.359130817,3
204240,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1989 (Direct),1989,1979-11,Deaths per 1000 children aged 5,1.434895796,6
204241,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1989 (Direct),1989,1985-11,Deaths per 1000 children aged 5,1.411314164,6
204242,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1993 (Direct),1993,1983-02,Deaths per 1000 children aged 5,2.725608993,4
204243,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1993 (Direct),1993,1987-02,Deaths per 1000 children aged 5,1.604078566,4
204244,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 1993 (Direct),1993,1991-02,Deaths per 1000 children aged 5,2.039436258,4
204245,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1999-10,Deaths per 1000 children aged 5,2.089759086,6
204246,Kenya,Mortality rate age 5-9,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-10,Deaths per 1000 children aged 5,1.249427861,6
204247,Kenya,Mortality rate age 5-9,Total,World Fertility Survey 1978 (Direct),1978,1967-02,Deaths per 1000 children aged 5,4.726431423,3
204248,Kenya,Mortality rate age 5-9,Total,World Fertility Survey 1978 (Direct),1978,1970-02,Deaths per 1000 children aged 5,2.346706075,3
204249,Kenya,Mortality rate age 5-9,Total,World Fertility Survey 1978 (Direct),1978,1973-02,Deaths per 1000 children aged 5,3.10931016,3
204250,Kenya,Mortality rate age 5-9,Total,World Fertility Survey 1978 (Direct),1978,1976-02,Deaths per 1000 children aged 5,2.795893215,3
204251,Kenya,Mortality rate age 5-9,Total,Census 2009 (Household Deaths),2009,2009-02,Deaths per 1000 children aged 5,,1
204252,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1990-06,Deaths per 1000 children aged 5,,1
204253,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1991-06,Deaths per 1000 children aged 5,,1
204254,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1992-06,Deaths per 1000 children aged 5,,1
204255,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1993-06,Deaths per 1000 children aged 5,,1
204256,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1994-06,Deaths per 1000 children aged 5,,1
204257,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1995-06,Deaths per 1000 children aged 5,,1
204258,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1996-06,Deaths per 1000 children aged 5,,1
204259,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1997-06,Deaths per 1000 children aged 5,,1
204260,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1998-06,Deaths per 1000 children aged 5,,1
204261,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,1999-06,Deaths per 1000 children aged 5,,1
204262,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2000-06,Deaths per 1000 children aged 5,,1
204263,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2001-06,Deaths per 1000 children aged 5,,1
204264,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2002-06,Deaths per 1000 children aged 5,,1
204265,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2003-06,Deaths per 1000 children aged 5,,1
204266,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2004-06,Deaths per 1000 children aged 5,,1
204267,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2005-06,Deaths per 1000 children aged 5,,1
204268,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2006-06,Deaths per 1000 children aged 5,,1
204269,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2007-06,Deaths per 1000 children aged 5,,1
204270,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2008-06,Deaths per 1000 children aged 5,,1
204271,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2009-06,Deaths per 1000 children aged 5,,1
204272,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2010-06,Deaths per 1000 children aged 5,,1
204273,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2011-06,Deaths per 1000 children aged 5,,1
204274,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2012-06,Deaths per 1000 children aged 5,,1
204275,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2013-06,Deaths per 1000 children aged 5,,1
204276,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2014-06,Deaths per 1000 children aged 5,,1
204277,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2015-06,Deaths per 1000 children aged 5,,1
204278,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2016-06,Deaths per 1000 children aged 5,,1
204279,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2017-06,Deaths per 1000 children aged 5,,1
204280,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2018-06,Deaths per 1000 children aged 5,,1
204281,Kenya,Mortality rate age 5-9,Total,UN IGME estimate,2020,2019-06,Deaths per 1000 children aged 5,,1
204282,Kenya,Progress towards SDG in neonatal mortality rate,Total,UN IGME estimate,2020,2019-01,Deaths per 1000 live births,,
204283,Kenya,Progress towards SDG in under-five mortality rate,Total,UN IGME estimate,2020,2019-01,Deaths per 1000 live births,,
204284,Kenya,Stillbirths,Total,UN IGME estimate,2020,2000-06,Number of stillbirths,,1
204285,Kenya,Stillbirths,Total,UN IGME estimate,2020,2001-06,Number of stillbirths,,1
204286,Kenya,Stillbirths,Total,UN IGME estimate,2020,2002-06,Number of stillbirths,,1
204287,Kenya,Stillbirths,Total,UN IGME estimate,2020,2003-06,Number of stillbirths,,1
204288,Kenya,Stillbirths,Total,UN IGME estimate,2020,2004-06,Number of stillbirths,,1
204289,Kenya,Stillbirths,Total,UN IGME estimate,2020,2005-06,Number of stillbirths,,1
204290,Kenya,Stillbirths,Total,UN IGME estimate,2020,2006-06,Number of stillbirths,,1
204291,Kenya,Stillbirths,Total,UN IGME estimate,2020,2007-06,Number of stillbirths,,1
204292,Kenya,Stillbirths,Total,UN IGME estimate,2020,2008-06,Number of stillbirths,,1
204293,Kenya,Stillbirths,Total,UN IGME estimate,2020,2009-06,Number of stillbirths,,1
204294,Kenya,Stillbirths,Total,UN IGME estimate,2020,2010-06,Number of stillbirths,,1
204295,Kenya,Stillbirths,Total,UN IGME estimate,2020,2011-06,Number of stillbirths,,1
204296,Kenya,Stillbirths,Total,UN IGME estimate,2020,2012-06,Number of stillbirths,,1
204297,Kenya,Stillbirths,Total,UN IGME estimate,2020,2013-06,Number of stillbirths,,1
204298,Kenya,Stillbirths,Total,UN IGME estimate,2020,2014-06,Number of stillbirths,,1
204299,Kenya,Stillbirths,Total,UN IGME estimate,2020,2015-06,Number of stillbirths,,1
204300,Kenya,Stillbirths,Total,UN IGME estimate,2020,2016-06,Number of stillbirths,,1
204301,Kenya,Stillbirths,Total,UN IGME estimate,2020,2017-06,Number of stillbirths,,1
204302,Kenya,Stillbirths,Total,UN IGME estimate,2020,2018-06,Number of stillbirths,,1
204303,Kenya,Stillbirths,Total,UN IGME estimate,2020,2019-06,Number of stillbirths,,1
204304,Kenya,Stillbirth rate,Total,Demographic and Health Survey 2008-09 (RC) GA 28wks,2008-2009,2006-06,"Stillbirths per 1,000 total births",1.395764912,5
204305,Kenya,Stillbirth rate,Total,HMIS-DHIS2 2014 (HMIS) GA 28wks,2014,2014-06,"Stillbirths per 1,000 total births",0.951462526,1
204306,Kenya,Stillbirth rate,Total,HMIS-DHIS2 2020 (HMIS) GA 28wks,2020,2010-06,"Stillbirths per 1,000 total births",0.710960277,1
204307,Kenya,Stillbirth rate,Total,HMIS-DHIS2 2020 (HMIS) GA 28wks,2020,2011-06,"Stillbirths per 1,000 total births",0.243110371,1
204308,Kenya,Stillbirth rate,Total,HMIS-DHIS2 2020 (HMIS) GA 28wks,2020,2012-06,"Stillbirths per 1,000 total births",0.232856597,1
204309,Kenya,Stillbirth rate,Total,HMIS-DHIS2 2020 (HMIS) GA 28wks,2020,2013-06,"Stillbirths per 1,000 total births",0.190844377,1
204310,Kenya,Stillbirth rate,Total,HMIS-DHIS2 2020 (HMIS) GA 28wks,2020,2014-06,"Stillbirths per 1,000 total births",0.181124497,1
204311,Kenya,Stillbirth rate,Total,HMIS-DHIS2 2020 (HMIS) GA 28wks,2020,2015-06,"Stillbirths per 1,000 total births",0.154107065,1
